,"System CODE #	",6000064468,,
,Name,RELAY INTERFACE_BOX_3 PHASE_MEMU_ASSY,,
,HBL Part No,51633915MMYYXXX,,
,Assembled by,System Assembler,,
,"Checked by	",Verifier,,
,Verified by,Approver,,
,Date Time,SystemDate,,
,Remarks,To be filled by Approver,,
  #,SAP Code,HBL Part Description,GRN-Supplier / HBL Report Code,Remarks
1,1000170275,ENCLOSURE_RIB_UNIT_V4.0_516671055,,
2,1000090111,RELAY_24VDC_4C/O_P/N:PT5S7LC4_TE_CONNECT,,
3,1000090111,RELAY_24VDC_4C/O_P/N:PT5S7LC4_TE_CONNECT,,
4,1000090111,RELAY_24VDC_4C/O_P/N:PT5S7LC4_TE_CONNECT,,
5,1000090111,RELAY_24VDC_4C/O_P/N:PT5S7LC4_TE_CONNECT,,
6,1000090111,RELAY_24VDC_4C/O_P/N:PT5S7LC4_TE_CONNECT,,
7,1000122947, RELAY_24V_4C/O_PN:D-U201N-LrW022_MORSMIT,,
8,1000167782, RELAY_110VDC_4C/O_P/N:PT01-4C4D110L0_TE,,
9,1000083400,TERMINAL BLOCK_2-CONDUCTOR_PN:280-901,,
10,1000083400,TERMINAL BLOCK_2-CONDUCTOR_PN:280-901,,
11,1000083400,TERMINAL BLOCK_2-CONDUCTOR_PN:280-901,,
12,1000083400,TERMINAL BLOCK_2-CONDUCTOR_PN:280-901,,
13,1000083401,TERMINAL BLOCK_ENDPLATE_PN:280-308,,
14,1000083401,TERMINAL BLOCK_ENDPLATE_PN:280-308,,
15,6000053672, PPCB_BRAKE_INTERFACE_3PHASE_EMU,,
16,6000055314,MODULE_BRAKE_INTERFACE_POWER_SUPPLY,,
17,6000056985,PPCB RIB LED DISPLAY BOARD,,
18,6000056985,PPCB RIB LED DISPLAY BOARD,,
19,6000056984, PPCB RIB RELAY DRIVE CKT NEUTRAL FOULING,,
20,6000064709,CABLE ASY_RIB_INT_MC15_BIC_J2,,
21,6000064812,CABLE ASSY_RIB_INT_3PEMU_MC18_MILB1_3_4,,
22,6000064714,CABLE_ASY_RIB_INT_E70CCB_BICPS_J2_BIC_J4,,
23,6000064715,CABLE_ASY_RIB_INT_E70CCB_BICJ12_RLYDR_J1,,
24,6000064716,CABLE_ASY_RIB_INT_E70CCB_BICJ13_RLYDR_J2,,
25,6000064717,CABLE_ASY_RIB_INT_E70CCB_RLYDRI_J3_RELAY,,
